"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7583","10A. Should open feedback modal","mobile","Thu May 22 09:37:57 GMT 2025","passed","Thu May 22 09:38:05 GMT 2025","","10-user-snap/userSnap.spec.ts","",""
"","70751","12H. Should submit a valid budget proposal","budget proposal","Thu May 22 09:57:58 GMT 2025","passed","Thu May 22 09:59:09 GMT 2025","","12-proposal-budget-submission/proposalBudgetSubmission.loggedin.pb.spec.ts","",""
"","8287","9H_3A: Should display ""Data Not Verifiable"" message in outcomes when metadata hash and URL do not match. in disconnect state","mobile","Thu May 22 09:42:37 GMT 2025","passed","Thu May 22 09:42:45 GMT 2025","Outcome details > Invalid Outcome Metadata","9-outcomes/outcomes.spec.ts","",""
"","12603","11A. Should access budget proposal page in disconnect state","mobile","Thu May 22 09:38:15 GMT 2025","passed","Thu May 22 09:38:27 GMT 2025","","11-proposal-budget/proposalBudget.spec.ts","",""
"","12899","8E. Should share proposed governance action","mobile","Thu May 22 09:41:40 GMT 2025","passed","Thu May 22 09:41:53 GMT 2025","","8-proposal-discussion/proposalDiscussion.spec.ts","",""
"","184977","7K. Should reject invalid proposal metadata","proposal submission","Thu May 22 10:09:30 GMT 2025","broken","Thu May 22 10:12:35 GMT 2025","Proposed as a governance action","7-proposal-submission/proposalSubmission.ga.spec.ts","",""
"","8269","10E. Should submit an idea or new feature","mobile","Thu May 22 09:38:12 GMT 2025","passed","Thu May 22 09:38:20 GMT 2025","Submit Usersnap","10-user-snap/userSnap.spec.ts","",""
"","9948","2T. Should show warning message on delegation when insufficient funds","loggedin (desktop)","Thu May 22 09:58:56 GMT 2025","passed","Thu May 22 09:59:06 GMT 2025","DRep dependent tests","2-delegation/delegation.loggedin.spec.ts","",""
"","8294","2D. Should show delegation options in connected state","loggedin (desktop)","Thu May 22 09:58:47 GMT 2025","passed","Thu May 22 09:58:56 GMT 2025","","2-delegation/delegation.loggedin.spec.ts","",""
"","10669","9C_3B. Should filter and sort Governance Action Type on outcomes page","loggedin (desktop)","Thu May 22 10:00:39 GMT 2025","passed","Thu May 22 10:00:50 GMT 2025","Outcomes page > outcome sorting and filtering","9-outcomes/outcomes.loggedin.spec.ts","",""
"","11689","2I. Should check validity of DRep Id","loggedin (desktop)","Thu May 22 09:59:02 GMT 2025","passed","Thu May 22 09:59:13 GMT 2025","DRep dependent tests","2-delegation/delegation.loggedin.spec.ts","",""
"","3420","1D. Should reject wallet connection if on different network","independent (desktop)","Thu May 22 09:32:58 GMT 2025","passed","Thu May 22 09:33:02 GMT 2025","","1-wallet-connect/walletConnect.spec.ts","",""
"","10612","3L_2. Should reject invalid dRep metadata anchor on create dRep","loggedin (desktop)","Thu May 22 09:59:32 GMT 2025","passed","Thu May 22 09:59:42 GMT 2025","Validation of dRep Registration Form","3-drep-registration/dRepRegistration.loggedin.spec.ts","",""
"","8732","8F. Should display all comments with count indication.","independent (desktop)","Thu May 22 09:36:46 GMT 2025","passed","Thu May 22 09:36:55 GMT 2025","Mocked proposal","8-proposal-discussion/proposalDiscussion.spec.ts","",""
"","117399","9C_1A. Should filter Governance Action Type on governance actions page in disconnect state","independent (desktop)","Thu May 22 09:36:51 GMT 2025","passed","Thu May 22 09:38:49 GMT 2025","Outcomes page > outcome sorting and filtering","9-outcomes/outcomes.spec.ts","",""
"","16462","9B_1. Should search outcomes proposal by title and id in disconnect state","independent (desktop)","Thu May 22 09:37:06 GMT 2025","passed","Thu May 22 09:37:23 GMT 2025","Outcomes page > Outcome details dependent test","9-outcomes/outcomes.spec.ts","",""
"","60811","2W. Should show my delegated ADA to the DRep","delegation","Thu May 22 10:20:06 GMT 2025","passed","Thu May 22 10:21:07 GMT 2025","Delegated ADA visibility","2-delegation/delegationFunctionality.delegation.spec.ts","",""
"","11562","9C_2A. Should sort Governance Action Type on outcomes page in disconnect state","mobile","Thu May 22 09:41:58 GMT 2025","passed","Thu May 22 09:42:10 GMT 2025","Outcomes page > outcome sorting and filtering","9-outcomes/outcomes.spec.ts","",""
"","58790","12C. Should save and view draft proposal","budget proposal","Thu May 22 09:57:43 GMT 2025","passed","Thu May 22 09:58:42 GMT 2025","","12-proposal-budget-submission/proposalBudgetSubmission.loggedin.pb.spec.ts","",""
"","9275","4O. Should reject invalid metadata anchor on vote context","dRep","Thu May 22 10:16:41 GMT 2025","passed","Thu May 22 10:16:50 GMT 2025","Logged in DRep > Vote context metadata anchor validation","4-proposal-visibility/proposalVisibility.dRep.spec.ts","",""
"","45184","12D_2. Should verify all field of “problem statements and proposal benefits” section","budget proposal","Thu May 22 09:52:48 GMT 2025","passed","Thu May 22 09:53:33 GMT 2025","Budget proposal 01 wallet > Budget proposal with proposalSubmissionPageNavigation > Budget proposal field verification","12-proposal-budget-submission/proposalBudgetSubmission.loggedin.pb.spec.ts","",""
"","14408","9H_2A: Should display ""Data Missing"" message in outcomes when metadata URL could not be found. in disconnect state","mobile","Thu May 22 09:42:23 GMT 2025","passed","Thu May 22 09:42:37 GMT 2025","Outcome details > Invalid Outcome Metadata","9-outcomes/outcomes.spec.ts","",""
"","83494","12F_2. Should reject invalid data in “problem statements and proposal benefits” section","budget proposal","Thu May 22 09:54:36 GMT 2025","passed","Thu May 22 09:55:59 GMT 2025","Budget proposal 01 wallet > Budget proposal with proposalSubmissionPageNavigation > Budget proposal field validation","12-proposal-budget-submission/proposalBudgetSubmission.loggedin.pb.spec.ts","",""
"","8303","1B. Should connect wallet with single stake key","loggedin (desktop)","Thu May 22 09:58:23 GMT 2025","passed","Thu May 22 09:58:31 GMT 2025","","1-wallet-connect/walletConnect.loggedin.spec.ts","",""
"","5131","4A_1. Should access Governance Actions page with connecting wallet","loggedin (desktop)","Thu May 22 09:59:50 GMT 2025","passed","Thu May 22 09:59:55 GMT 2025","","4-proposal-visibility/proposalVisibility.loggedin.spec.ts","",""
"","7794","9A_2. Should access Outcomes page in connected state","loggedin (desktop)","Thu May 22 10:00:31 GMT 2025","passed","Thu May 22 10:00:39 GMT 2025","Outcomes page","9-outcomes/outcomes.loggedin.spec.ts","",""
"","11635","6C. Navigation within the dApp","mobile","Thu May 22 09:40:51 GMT 2025","passed","Thu May 22 09:41:03 GMT 2025","","6-miscellaneous/miscellaneous.spec.ts","",""
"","8945","4B_2. Should restrict voting for users who are not registered as DReps (without wallet connected)","mobile","Thu May 22 09:40:07 GMT 2025","passed","Thu May 22 09:40:16 GMT 2025","","4-proposal-visibility/proposalVisibility.spec.ts","",""
"","4817","2Y_2. Should correctly convert CIP-129/CIP-105 drep","mobile","Thu May 22 09:40:01 GMT 2025","passed","Thu May 22 09:40:06 GMT 2025","","2-delegation/delegation.spec.ts","",""
"","11130","3L_1. Should accept valid metadata anchor on create dRep","loggedin (desktop)","Thu May 22 09:59:21 GMT 2025","passed","Thu May 22 09:59:32 GMT 2025","Validation of dRep Registration Form","3-drep-registration/dRepRegistration.loggedin.spec.ts","",""
"","20987","6J. Should add a username.","loggedin (desktop)","Thu May 22 10:00:10 GMT 2025","passed","Thu May 22 10:00:31 GMT 2025","Temporary user","6-miscellaneous/miscellaneous.loggedin.spec.ts","",""
"","29149","7G_1. Should create a proposal with proper info action data","proposal discussion","Thu May 22 09:46:31 GMT 2025","passed","Thu May 22 09:47:00 GMT 2025","Proposal created logged state > Create a proposal with proper data","7-proposal-submission/proposalSubmission.loggedin.pd.spec.ts","",""
"","73951","8R. Should disable voting after cancelling the poll with the current poll result.","proposal discussion","Thu May 22 09:51:30 GMT 2025","passed","Thu May 22 09:52:44 GMT 2025","Proposal created with poll enabled (proposal auth)","8-proposal-discussion/proposalDiscussion.loggedin.pd.spec.ts","",""
