"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12471","3J. Should verify retire as DRep","dRep","Fri Apr 18 09:21:39 GMT 2025","passed","Fri Apr 18 09:21:52 GMT 2025","Temporary DReps","3-drep-registration/dRepRegistration.dRep.spec.ts","",""
"","48502","7H_4. Should submit a motion of no confidence proposal as governance action","proposal submission","Fri Apr 18 08:52:44 GMT 2025","passed","Fri Apr 18 08:53:33 GMT 2025","","7-proposal-submission/proposalSubmission.ga.spec.ts","",""
"","6681","3D. Verify DRep registration form","loggedin (desktop)","Fri Apr 18 08:57:02 GMT 2025","passed","Fri Apr 18 08:57:08 GMT 2025","","3-drep-registration/dRepRegistration.loggedin.spec.ts","",""
"","13468","2K_2. Should sort DReps","independent (desktop)","Fri Apr 18 08:36:33 GMT 2025","passed","Fri Apr 18 08:36:47 GMT 2025","","2-delegation/delegation.spec.ts","",""
"","50429","7D_3. Verify updates to the constitution proposal form","loggedin (desktop)","Fri Apr 18 09:10:05 GMT 2025","passed","Fri Apr 18 09:10:56 GMT 2025","Proposal created logged state > Verify Proposal form","7-proposal-submission/proposalSubmission.loggedin.spec.ts","",""
"","15297","4B_1. Should restrict voting for users who are not registered as DReps (with wallet connected)","loggedin (desktop)","Fri Apr 18 08:57:55 GMT 2025","passed","Fri Apr 18 08:58:11 GMT 2025","","4-proposal-visibility/proposalVisibility.loggedin.spec.ts","",""
"","14591","6F. Should open sanchonet docs in a new tab when clicking `info` button of abstain and signal-no-confidence card","loggedin (desktop)","Fri Apr 18 08:58:11 GMT 2025","passed","Fri Apr 18 08:58:25 GMT 2025","Logged in user","6-miscellaneous/miscellaneous.loggedin.spec.ts","",""
"","19249","8C. Should search the list of proposed governance actions.","independent (desktop)","Fri Apr 18 08:39:24 GMT 2025","passed","Fri Apr 18 08:39:43 GMT 2025","","8-proposal-discussion/proposalDiscussion.spec.ts","",""
"","48871","11B_3. Should sort budget proposals","mobile","Fri Apr 18 08:41:57 GMT 2025","passed","Fri Apr 18 08:42:46 GMT 2025","Budget proposal list manipulation > Filter and sort budget proposals","11-proposal-budget/proposalBudget.spec.ts","",""
"","11187","11F_2. Should restrict users without wallets from voting","independent (desktop)","Fri Apr 18 08:36:26 GMT 2025","passed","Fri Apr 18 08:36:37 GMT 2025","Restricted access to interact budget proposal","11-proposal-budget/proposalBudget.spec.ts","",""
