"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","136315","7I_1. Should valid review submission in info action Proposal form","proposal discussion","Wed May 21 00:41:53 GMT 2025","failed","Wed May 21 00:44:09 GMT 2025","Proposal created logged state > Review fillup form","7-proposal-submission/proposalSubmission.loggedin.pd.spec.ts","",""
"","7062","3B. Should access DRep registration page","loggedin (desktop)","Wed May 21 00:57:46 GMT 2025","passed","Wed May 21 00:57:53 GMT 2025","","3-drep-registration/dRepRegistration.loggedin.spec.ts","",""
"","148309","4K. Should display correct vote counts on governance details page for disconnect state","mobile","Wed May 21 00:32:13 GMT 2025","failed","Wed May 21 00:34:42 GMT 2025","","4-proposal-visibility/proposalVisibility.spec.ts","",""
"","181089","9B_1. Should search outcomes proposal by title and id in disconnect state","independent (desktop)","Wed May 21 00:27:52 GMT 2025","broken","Wed May 21 00:30:53 GMT 2025","Outcomes page > Outcome details dependent test","9-outcomes/outcomes.spec.ts","",""
"","6583","12A. Should restrict from creating a budget proposal in disconnect state","mobile","Wed May 21 00:31:14 GMT 2025","passed","Wed May 21 00:31:21 GMT 2025","","12-proposal-budget-submission/proposalBudgetSubmission.spec.ts","",""
"","59906","12E_7. Should accept valid data in “Submit” section","budget proposal","Wed May 21 00:55:43 GMT 2025","passed","Wed May 21 00:56:43 GMT 2025","Budget proposal 01 wallet > Budget proposal with proposalSubmissionPageNavigation > Budget proposal field validation","12-proposal-budget-submission/proposalBudgetSubmission.loggedin.pb.spec.ts","",""
"","72797","9H_1B: Should display ""Data Formatted Incorrectly"" message in outcomes when hash is valid but incorrect metadata format.","loggedin (desktop)","Wed May 21 00:59:31 GMT 2025","failed","Wed May 21 01:00:44 GMT 2025","Outcome details > Invalid Outcome Metadata","9-outcomes/outcomes.loggedin.spec.ts","",""
"","0","5D_2. Should reject invalid data in provide context","dRep","Wed May 21 01:09:21 GMT 2025","skipped","Wed May 21 01:09:21 GMT 2025","Proposal checks > Validate provide context about vote","5-proposal-functionality/proposalFunctionality.dRep.spec.ts","",""
"","8472","4P_2: Should display Data Missing message in live voting when metadata URL could not be found.","mobile","Wed May 21 00:32:15 GMT 2025","passed","Wed May 21 00:32:24 GMT 2025","Invalid Live voting Metadata","4-proposal-visibility/proposalVisibility.spec.ts","",""
"","0","7K. Should reject invalid proposal metadata","proposal submission","Wed May 21 01:09:21 GMT 2025","skipped","Wed May 21 01:09:21 GMT 2025","Proposed as a governance action","7-proposal-submission/proposalSubmission.ga.spec.ts","",""
"","11490","11B_1. Should search for budget proposals by title","mobile","Wed May 21 00:30:08 GMT 2025","passed","Wed May 21 00:30:20 GMT 2025","Budget proposal list manipulation","11-proposal-budget/proposalBudget.spec.ts","",""
"","0","4F. Should Disable DRep functionality upon wallet disconnection on governance actions page","dRep","Wed May 21 01:09:21 GMT 2025","skipped","Wed May 21 01:09:21 GMT 2025","","4-proposal-visibility/proposalVisibility.dRep.spec.ts","",""
"","6561","6D. Should open Sanchonet docs in a new tab when clicking `Learn More` on dashboards in disconnected state.","mobile","Wed May 21 00:32:44 GMT 2025","passed","Wed May 21 00:32:51 GMT 2025","","6-miscellaneous/miscellaneous.spec.ts","",""
"","10404","2Q. Should include DRep status and voting power on the DRep card","independent (desktop)","Wed May 21 00:25:34 GMT 2025","passed","Wed May 21 00:25:44 GMT 2025","DRep dependent tests","2-delegation/delegation.spec.ts","",""
"","137496","7I_3. Should valid review submission in updates to the constitution Proposal form","proposal discussion","Wed May 21 00:41:56 GMT 2025","failed","Wed May 21 00:44:14 GMT 2025","Proposal created logged state > Review fillup form","7-proposal-submission/proposalSubmission.loggedin.pd.spec.ts","",""
"","0","7P. Should navigate to the edit proposal page when 'goto data edit screen' is selected if data does not match the anchor URL","proposal submission","Wed May 21 01:09:21 GMT 2025","skipped","Wed May 21 01:09:21 GMT 2025","Proposed as a governance action","7-proposal-submission/proposalSubmission.ga.spec.ts","",""
