"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","43261","7D_1. Verify info action proposal form","proposal discussion (loggedin)","Tue Jan 13 00:54:24 UTC 2026","passed","Tue Jan 13 00:55:08 UTC 2026","Proposal created logged state > Verify Proposal form","7-proposal-submission/proposalSubmission.loggedin.pd.spec.ts","",""
"","7373","Create AdaHolder 04 auth","adaholder auth setup","Tue Jan 13 00:49:19 UTC 2026","passed","Tue Jan 13 00:49:26 UTC 2026","","adaholder.auth.setup.ts","",""
"","51867","Create Proposal 02 auth","proposal discussion auth setup","Tue Jan 13 00:26:32 UTC 2026","passed","Tue Jan 13 00:27:24 UTC 2026","","proposal-discussion.auth.setup.ts","",""
"","6702","Create DRep 02 auth","dRep auth setup","Tue Jan 13 00:25:25 UTC 2026","passed","Tue Jan 13 00:25:31 UTC 2026","","dRep.auth.setup.ts","",""
"","110710","8Q. Should vote on poll.","proposal discussion (loggedin)","Tue Jan 13 00:57:32 UTC 2026","passed","Tue Jan 13 00:59:23 UTC 2026","Proposal created with poll enabled (user auth)","8-proposal-discussion/proposalDiscussion.loggedin.pd.spec.ts","",""
"","85175","12D_6. Should verify all field of “administration and auditing” section","budget proposal","Tue Jan 13 01:01:35 UTC 2026","passed","Tue Jan 13 01:03:00 UTC 2026","Budget proposal 01 wallet > Budget proposal with proposalSubmissionPageNavigation > Budget proposal field verification","12-proposal-budget-submission/proposalBudgetSubmission.loggedin.pb.spec.ts","",""
"","6761","8F. Should display all comments with count indication.","mobile","Tue Jan 13 00:45:19 UTC 2026","passed","Tue Jan 13 00:45:25 UTC 2026","Mocked proposal","8-proposal-discussion/proposalDiscussion.spec.ts","",""
"","97260","12H. Should submit a valid budget proposal","budget proposal","Tue Jan 13 01:07:36 UTC 2026","passed","Tue Jan 13 01:09:13 UTC 2026","","12-proposal-budget-submission/proposalBudgetSubmission.loggedin.pb.spec.ts","",""
"","6751","9H_4A: Should display ""Data Not Verifiable"" message in outcomes when metadata hash and URL do not match and is incorrect ga format in disconnect state","mobile","Tue Jan 13 00:47:03 UTC 2026","passed","Tue Jan 13 00:47:10 UTC 2026","Outcome details > Invalid Outcome Metadata","9-outcomes/outcomes.spec.ts","",""
"","9269","4B_1. Should restrict voting for users who are not registered as DReps (with wallet connected)","loggedin (desktop)","Tue Jan 13 01:09:55 UTC 2026","passed","Tue Jan 13 01:10:05 UTC 2026","","4-proposal-visibility/proposalVisibility.loggedin.spec.ts","",""
"","24337","11D. Should share budget proposal","mobile","Tue Jan 13 00:38:54 UTC 2026","passed","Tue Jan 13 00:39:18 UTC 2026","","11-proposal-budget/proposalBudget.spec.ts","",""
"Temporary wallet file ""registerDRepCopyWallets.json"" is not available or contains insufficient wallet. Please fund the faucet wallet and run the test again.","623","3P. Should reject invalid edit dRep metadata","dRep","Tue Jan 13 01:13:50 UTC 2026","skipped","Tue Jan 13 01:13:50 UTC 2026","","3-drep-registration/editDRep.dRep.spec.ts","",""
"","11928","9C_2B. Should sort Governance Action Type on outcomes page","loggedin (desktop)","Tue Jan 13 01:11:00 UTC 2026","passed","Tue Jan 13 01:11:12 UTC 2026","Outcomes page > outcome sorting and filtering","9-outcomes/outcomes.loggedin.spec.ts","",""
"","5214","4P_2: Should display Data Missing message in live voting when metadata URL could not be found.","independent (desktop)","Tue Jan 13 00:31:32 UTC 2026","passed","Tue Jan 13 00:31:37 UTC 2026","Invalid Live voting Metadata","4-proposal-visibility/proposalVisibility.spec.ts","",""
"","157","Clean up generated files and folders","cleanup artifacts","Tue Jan 13 01:15:10 UTC 2026","passed","Tue Jan 13 01:15:10 UTC 2026","","generated-artifacts.teardown.ts","",""
