"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7153","2Y_2. Should correctly convert CIP-129/CIP-105 drep","independent (desktop)","Fri Oct 31 00:32:33 UTC 2025","passed","Fri Oct 31 00:32:40 UTC 2025","","2-delegation/delegation.spec.ts","",""
"","570","2K_3. Should sort DReps randomly (Deprecated)","mobile","Fri Oct 31 00:41:43 UTC 2025","skipped","Fri Oct 31 00:41:44 UTC 2025","","2-delegation/delegation.spec.ts","",""
"","7419","9H_3A: Should display ""Data Not Verifiable"" message in outcomes when metadata hash and URL do not match. in disconnect state","independent (desktop)","Fri Oct 31 00:38:53 UTC 2025","passed","Fri Oct 31 00:39:00 UTC 2025","Outcome details > Invalid Outcome Metadata","9-outcomes/outcomes.spec.ts","",""
"","5018","7B. Should access proposal creation page","proposal discussion (loggedin)","Fri Oct 31 00:51:26 UTC 2025","passed","Fri Oct 31 00:51:31 UTC 2025","Proposal created logged state","7-proposal-submission/proposalSubmission.loggedin.pd.spec.ts","",""
"","95426","8J. Should sort the proposed governance action comments.","proposal discussion (loggedin)","Fri Oct 31 00:59:01 UTC 2025","passed","Fri Oct 31 01:00:36 UTC 2025","Proposal created logged in state","8-proposal-discussion/proposalDiscussion.loggedin.pd.spec.ts","",""
"","5069","6O. Should display proper network name","mobile","Fri Oct 31 00:45:17 UTC 2025","passed","Fri Oct 31 00:45:22 UTC 2025","","6-miscellaneous/miscellaneous.spec.ts","",""
"","44662","7I_4. Should valid review submission in motion of no confidence Proposal form","proposal discussion (loggedin)","Fri Oct 31 00:56:25 UTC 2025","passed","Fri Oct 31 00:57:10 UTC 2025","Proposal created logged state > Review fillup form","7-proposal-submission/proposalSubmission.loggedin.pd.spec.ts","",""
"","131684","11B_2. Should filter budget proposals by categories","mobile","Fri Oct 31 00:39:31 UTC 2025","passed","Fri Oct 31 00:41:43 UTC 2025","Budget proposal list manipulation > Filter and sort budget proposals","11-proposal-budget/proposalBudget.spec.ts","",""
"","37320","Create Proposal 05 auth","proposal discussion auth setup","Fri Oct 31 00:29:31 UTC 2025","passed","Fri Oct 31 00:30:08 UTC 2025","","proposal-discussion.auth.setup.ts","",""
"","12917","11F_1. Should restrict users without wallets from commenting","independent (desktop)","Fri Oct 31 00:31:36 UTC 2025","passed","Fri Oct 31 00:31:49 UTC 2025","Restricted access to interact budget proposal","11-proposal-budget/proposalBudget.spec.ts","",""
"","10336","3N_2. Should reject invalid dRep metadata anchor on edit dRep","dRep","Fri Oct 31 01:17:24 UTC 2025","passed","Fri Oct 31 01:17:34 UTC 2025","Validation of edit dRep Form > Metadata anchor Validation","3-drep-registration/editDRep.dRep.spec.ts","",""
"","6962","Create AdaHolder 06 auth","adaholder auth setup","Fri Oct 31 00:51:21 UTC 2025","passed","Fri Oct 31 00:51:28 UTC 2025","","adaholder.auth.setup.ts","",""
"","6418","3C. Should open wallet connection popup on DRep registration in disconnected state","independent (desktop)","Fri Oct 31 00:32:34 UTC 2025","passed","Fri Oct 31 00:32:40 UTC 2025","","3-drep-registration/dRepRegistration.spec.ts","",""
"","10770","9C_3B. Should filter and sort Governance Action Type on outcomes page","loggedin (desktop)","Fri Oct 31 01:12:39 UTC 2025","passed","Fri Oct 31 01:12:49 UTC 2025","Outcomes page > outcome sorting and filtering","9-outcomes/outcomes.loggedin.spec.ts","",""
"","10076","4B_2. Should restrict voting for users who are not registered as DReps (without wallet connected)","independent (desktop)","Fri Oct 31 00:32:40 UTC 2025","passed","Fri Oct 31 00:32:50 UTC 2025","","4-proposal-visibility/proposalVisibility.spec.ts","",""
"","29141","11B_1. Should search for budget proposals by title","mobile","Fri Oct 31 00:39:30 UTC 2025","passed","Fri Oct 31 00:39:59 UTC 2025","Budget proposal list manipulation","11-proposal-budget/proposalBudget.spec.ts","",""
"","29928","DRep de-registration","cleanup dRep","Fri Oct 31 01:38:46 UTC 2025","passed","Fri Oct 31 01:39:16 UTC 2025","","dRep.teardown.ts","",""
"","41999","11J. Should reply to any comments","budget proposal","Fri Oct 31 01:02:02 UTC 2025","passed","Fri Oct 31 01:02:44 UTC 2025","Budget proposal logged in state","11-proposal-budget/proposalBudget.loggedin.pb.spec.ts","",""
"","11475","11A. Should access budget proposal page in disconnect state","mobile","Fri Oct 31 00:39:27 UTC 2025","passed","Fri Oct 31 00:39:38 UTC 2025","","11-proposal-budget/proposalBudget.spec.ts","",""
"","131286","7F_2. Should reject invalid data in treasury requests Proposal form","proposal discussion (loggedin)","Fri Oct 31 00:53:37 UTC 2025","passed","Fri Oct 31 00:55:48 UTC 2025","Proposal created logged state > Reject invalid  data","7-proposal-submission/proposalSubmission.loggedin.pd.spec.ts","",""
