"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"1","6. Miscellaneous","8","","51","0","6A. Should be accessible from mobile","0"
"0","Setup","0","","18","0","Authentication","0"
"0","6. Miscellaneous","0","","12","0","","0"
"0","7. Proposal submission","1","","35","0","","0"
"0","4. Proposal visibility","2","","19","0","","0"
"0","1. Wallet connect","0","","5","0","","0"
"1","8. Proposal Discussion Forum","2","","15","0","","0"
"1","3. DRep registration","1","","19","0","","0"
"0","2. Delegation","2","","27","0","","0"
"1","5. Proposal functionality","1","","10","0","","0"
"0","9. Outcomes","3","","10","0","","0"
"0","10. User Snap","0","","5","0","","0"
"0","Setup","0","","1","0","Proposal","0"
"0","Setup","0","","3","0","Cleanup","0"
"0","Setup","0","","1","0","Faucet","0"
"0","Setup","0","","1","0","Wallet bootstrap","0"
"0","Setup","0","","2","0","Register DRep","0"
