"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","540672","7M_3. Should edit a updates to the constitution proposal draft","proposal discussion (loggedin)","Sat Aug 23 00:54:55 UTC 2025","broken","Sat Aug 23 01:03:56 UTC 2025","Proposal Draft","7-proposal-submission/proposalSubmission.loggedin.pd.spec.ts","",""
"","94915","3M_1. Should accept valid data in edit dRep form","dRep","Sat Aug 23 01:14:19 UTC 2025","passed","Sat Aug 23 01:15:54 UTC 2025","Validation of edit dRep Form","3-drep-registration/editDRep.dRep.spec.ts","",""
"","6628","Create User 01 auth","user auth setup","Sat Aug 23 00:27:32 UTC 2025","passed","Sat Aug 23 00:27:38 UTC 2025","","user.auth.setup.ts","",""
"","9469","6M. Should navigate between footer links","independent (desktop)","Sat Aug 23 00:32:30 UTC 2025","passed","Sat Aug 23 00:32:39 UTC 2025","","6-miscellaneous/miscellaneous.spec.ts","",""
"","9016","9C_2A. Should sort Governance Action Type on outcomes page in disconnect state","mobile","Sat Aug 23 00:41:40 UTC 2025","passed","Sat Aug 23 00:41:49 UTC 2025","Outcomes page > outcome sorting and filtering","9-outcomes/outcomes.spec.ts","",""
"","97505","12E_5. Should accept valid data in “further information” section","budget proposal","Sat Aug 23 01:04:14 UTC 2025","passed","Sat Aug 23 01:05:51 UTC 2025","Budget proposal 01 wallet > Budget proposal with proposalSubmissionPageNavigation > Budget proposal field validation","12-proposal-budget-submission/proposalBudgetSubmission.loggedin.pb.spec.ts","",""
"","26594","11B_1. Should search for budget proposals by title","independent (desktop)","Sat Aug 23 00:29:11 UTC 2025","passed","Sat Aug 23 00:29:38 UTC 2025","Budget proposal list manipulation","11-proposal-budget/proposalBudget.spec.ts","",""
"","62743","5I. Should view the vote details,when viewing governance action already voted by the DRep","dRep","Sat Aug 23 01:18:19 UTC 2025","passed","Sat Aug 23 01:19:22 UTC 2025","Perform voting","5-proposal-functionality/proposalFunctionality.dRep.spec.ts","",""
"","21476","7D_3. Verify updates to the constitution proposal form","proposal discussion (loggedin)","Sat Aug 23 00:51:42 UTC 2025","passed","Sat Aug 23 00:52:04 UTC 2025","Proposal created logged state > Verify Proposal form","7-proposal-submission/proposalSubmission.loggedin.pd.spec.ts","",""
"","182283","4M. Should show view-all categorized governance actions","mobile","Sat Aug 23 00:39:21 UTC 2025","broken","Sat Aug 23 00:42:24 UTC 2025","","4-proposal-visibility/proposalVisibility.spec.ts","",""
"","11664","3L_2. Should reject invalid dRep metadata anchor on create dRep","loggedin (desktop)","Sat Aug 23 01:08:27 UTC 2025","passed","Sat Aug 23 01:08:39 UTC 2025","Validation of dRep Registration Form","3-drep-registration/dRepRegistration.loggedin.spec.ts","",""
"","7066","10E. Should submit an idea or new feature","mobile","Sat Aug 23 00:36:03 UTC 2025","passed","Sat Aug 23 00:36:10 UTC 2025","Submit Usersnap","10-user-snap/userSnap.spec.ts","",""
"","29361","11D. Should share budget proposal","independent (desktop)","Sat Aug 23 00:30:03 UTC 2025","passed","Sat Aug 23 00:30:32 UTC 2025","","11-proposal-budget/proposalBudget.spec.ts","",""
"","8318","2X_1. Should include info button and voting power on the Abstain card","loggedin (desktop)","Sat Aug 23 01:07:36 UTC 2025","passed","Sat Aug 23 01:07:44 UTC 2025","","2-delegation/delegation.loggedin.spec.ts","",""
"","8218","8F. Should display all comments with count indication.","mobile","Sat Aug 23 00:41:29 UTC 2025","passed","Sat Aug 23 00:41:38 UTC 2025","Mocked proposal","8-proposal-discussion/proposalDiscussion.spec.ts","",""
"","180905","9H_1A: Should display ""Data Formatted Incorrectly"" message in outcomes when hash is valid but incorrect metadata format. in disconnect state","independent (desktop)","Sat Aug 23 00:34:36 UTC 2025","broken","Sat Aug 23 00:37:37 UTC 2025","Outcome details > Invalid Outcome Metadata","9-outcomes/outcomes.spec.ts","",""
"","107337","7E_2. Should accept valid data in treasury requests proposal form","proposal discussion (loggedin)","Sat Aug 23 00:45:59 UTC 2025","passed","Sat Aug 23 00:47:46 UTC 2025","Proposal created logged state > Accept valid data","7-proposal-submission/proposalSubmission.loggedin.pd.spec.ts","",""
"","4320","8I. Should disable poll voting functionality.","mobile","Sat Aug 23 00:41:29 UTC 2025","passed","Sat Aug 23 00:41:33 UTC 2025","Mocked proposal","8-proposal-discussion/proposalDiscussion.spec.ts","",""
"","106454","12J. Should verify created proposal appears in my proposals list","budget proposal","Sat Aug 23 01:07:05 UTC 2025","passed","Sat Aug 23 01:08:52 UTC 2025","","12-proposal-budget-submission/proposalBudgetSubmission.loggedin.pb.spec.ts","",""
"","93186","12F_5. Should reject invalid data in “further information” section","budget proposal","Sat Aug 23 01:04:22 UTC 2025","passed","Sat Aug 23 01:05:55 UTC 2025","Budget proposal 01 wallet > Budget proposal with proposalSubmissionPageNavigation > Budget proposal field validation","12-proposal-budget-submission/proposalBudgetSubmission.loggedin.pb.spec.ts","",""
"","8619","1B. Should connect wallet with single stake key","loggedin (desktop)","Sat Aug 23 01:07:19 UTC 2025","passed","Sat Aug 23 01:07:28 UTC 2025","","1-wallet-connect/walletConnect.loggedin.spec.ts","",""
"","22025","9G_1. Should display correct vote counts on outcome details page in disconnect state","independent (desktop)","Sat Aug 23 00:34:34 UTC 2025","failed","Sat Aug 23 00:34:57 UTC 2025","Outcome details","9-outcomes/outcomes.spec.ts","",""
"","9185","4P_3: Should display Data Not Verifiable message in live voting when metadata hash and URL do not match.","independent (desktop)","Sat Aug 23 00:32:06 UTC 2025","passed","Sat Aug 23 00:32:15 UTC 2025","Invalid Live voting Metadata","4-proposal-visibility/proposalVisibility.spec.ts","",""
"","6538","10C. Should verify feature form","mobile","Sat Aug 23 00:35:50 UTC 2025","passed","Sat Aug 23 00:35:56 UTC 2025","","10-user-snap/userSnap.spec.ts","",""
"","7452","3S. Should restrict dRep registration for dRep","dRep","Sat Aug 23 01:13:43 UTC 2025","passed","Sat Aug 23 01:13:51 UTC 2025","Logged in DReps","3-drep-registration/dRepRegistration.dRep.spec.ts","",""
"","180252","9H_3B: Should display ""Data Not Verifiable"" message in outcomes when metadata hash and URL do not match.","loggedin (desktop)","Sat Aug 23 01:10:34 UTC 2025","broken","Sat Aug 23 01:13:34 UTC 2025","Outcome details > Invalid Outcome Metadata","9-outcomes/outcomes.loggedin.spec.ts","",""
"","130784","12I. Should submit a valid draft budget proposal","budget proposal","Sat Aug 23 01:06:13 UTC 2025","passed","Sat Aug 23 01:08:23 UTC 2025","","12-proposal-budget-submission/proposalBudgetSubmission.loggedin.pb.spec.ts","",""
"","20211","Create Proposal 10 auth","proposal discussion auth setup","Sat Aug 23 00:28:42 UTC 2025","passed","Sat Aug 23 00:29:02 UTC 2025","","proposal-discussion.auth.setup.ts","",""
"","3619","5J. Should hide retirement option for non-registered DRep","loggedin (desktop)","Sat Aug 23 01:08:53 UTC 2025","passed","Sat Aug 23 01:08:57 UTC 2025","","5-proposal-functionality/proposalFunctionality.loggedin.spec.ts","",""
"","21062","2K_1. Should filter DReps","independent (desktop)","Sat Aug 23 00:31:04 UTC 2025","passed","Sat Aug 23 00:31:25 UTC 2025","","2-delegation/delegation.spec.ts","",""
"","7856","Create AdaHolder 05 auth","adaholder auth setup","Sat Aug 23 00:45:42 UTC 2025","passed","Sat Aug 23 00:45:50 UTC 2025","","adaholder.auth.setup.ts","",""
"","20490","7D_4. Verify motion of no confidence proposal form","proposal discussion (loggedin)","Sat Aug 23 00:52:04 UTC 2025","passed","Sat Aug 23 00:52:24 UTC 2025","Proposal created logged state > Verify Proposal form","7-proposal-submission/proposalSubmission.loggedin.pd.spec.ts","",""
"","0","7H_2. Should submit a treasury requests proposal as governance action","proposal submission","Sat Aug 23 01:35:47 UTC 2025","skipped","Sat Aug 23 01:35:47 UTC 2025","","7-proposal-submission/proposalSubmission.ga.spec.ts","",""
"","5770","11A. Should access budget proposal page in disconnect state","mobile","Sat Aug 23 00:36:10 UTC 2025","passed","Sat Aug 23 00:36:16 UTC 2025","","11-proposal-budget/proposalBudget.spec.ts","",""
"","16115","8E. Should share proposed governance action","independent (desktop)","Sat Aug 23 00:33:47 UTC 2025","passed","Sat Aug 23 00:34:04 UTC 2025","","8-proposal-discussion/proposalDiscussion.spec.ts","",""
"","6684","9A_1. Should access Outcomes page in disconnect state","independent (desktop)","Sat Aug 23 00:34:02 UTC 2025","passed","Sat Aug 23 00:34:09 UTC 2025","Outcomes page","9-outcomes/outcomes.spec.ts","",""
"","70803","8T. Should change vote on poll.","proposal discussion (loggedin)","Sat Aug 23 00:56:52 UTC 2025","passed","Sat Aug 23 00:58:02 UTC 2025","Proposal created with poll enabled (user auth)","8-proposal-discussion/proposalDiscussion.loggedin.pd.spec.ts","",""
"","4855","7A. Should open wallet connection popup, when propose a governance action in disconnected state.","mobile","Sat Aug 23 00:40:18 UTC 2025","passed","Sat Aug 23 00:40:23 UTC 2025","","7-proposal-submission/proposalSubmission.spec.ts","",""
"","89842","9C_1A. Should filter Governance Action Type on governance actions page in disconnect state","independent (desktop)","Sat Aug 23 00:34:06 UTC 2025","passed","Sat Aug 23 00:35:36 UTC 2025","Outcomes page > outcome sorting and filtering","9-outcomes/outcomes.spec.ts","",""
"","12447","9B_1. Should search outcomes proposal by title and id in disconnect state","independent (desktop)","Sat Aug 23 00:34:23 UTC 2025","passed","Sat Aug 23 00:34:36 UTC 2025","Outcomes page > Outcome details dependent test","9-outcomes/outcomes.spec.ts","",""
"","7867","9D_1. Should copy governanceActionId in disconnect state","independent (desktop)","Sat Aug 23 00:34:27 UTC 2025","passed","Sat Aug 23 00:34:34 UTC 2025","Outcomes page > Outcome details dependent test","9-outcomes/outcomes.spec.ts","",""
"","18709","2I. Should check validity of DRep Id","loggedin (desktop)","Sat Aug 23 01:07:59 UTC 2025","passed","Sat Aug 23 01:08:18 UTC 2025","DRep dependent tests","2-delegation/delegation.loggedin.spec.ts","",""
"","9163","8F. Should display all comments with count indication.","independent (desktop)","Sat Aug 23 00:33:53 UTC 2025","passed","Sat Aug 23 00:34:02 UTC 2025","Mocked proposal","8-proposal-discussion/proposalDiscussion.spec.ts","",""
"","180657","9H_1B: Should display ""Data Formatted Incorrectly"" message in outcomes when hash is valid but incorrect metadata format.","loggedin (desktop)","Sat Aug 23 01:10:13 UTC 2025","broken","Sat Aug 23 01:13:14 UTC 2025","Outcome details > Invalid Outcome Metadata","9-outcomes/outcomes.loggedin.spec.ts","",""
"","79181","8B_2. Should sort the list of proposed governance actions.","independent (desktop)","Sat Aug 23 00:32:43 UTC 2025","failed","Sat Aug 23 00:34:03 UTC 2025","Filter and sort proposals","8-proposal-discussion/proposalDiscussion.spec.ts","",""
"","7929","6D. Should open Sanchonet docs in a new tab when clicking `Learn More` on dashboards in disconnected state.","mobile","Sat Aug 23 00:40:07 UTC 2025","passed","Sat Aug 23 00:40:15 UTC 2025","","6-miscellaneous/miscellaneous.spec.ts","",""
"","180304","9H_3A: Should display ""Data Not Verifiable"" message in outcomes when metadata hash and URL do not match. in disconnect state","mobile","Sat Aug 23 00:42:28 UTC 2025","broken","Sat Aug 23 00:45:28 UTC 2025","Outcome details > Invalid Outcome Metadata","9-outcomes/outcomes.spec.ts","",""
"","70810","12D_4. Should verify all field of “costing” section","budget proposal","Sat Aug 23 01:00:11 UTC 2025","passed","Sat Aug 23 01:01:22 UTC 2025","Budget proposal 01 wallet > Budget proposal with proposalSubmissionPageNavigation > Budget proposal field verification","12-proposal-budget-submission/proposalBudgetSubmission.loggedin.pb.spec.ts","",""
"","31312","4C_2. Should sort Governance Action Type on governance actions page","independent (desktop)","Sat Aug 23 00:31:30 UTC 2025","passed","Sat Aug 23 00:32:02 UTC 2025","","4-proposal-visibility/proposalVisibility.spec.ts","",""
"","1","7P. Should navigate to the edit proposal page when 'goto data edit screen' is selected if data does not match the anchor URL","proposal submission","Sat Aug 23 01:35:47 UTC 2025","skipped","Sat Aug 23 01:35:47 UTC 2025","Proposed as a governance action","7-proposal-submission/proposalSubmission.ga.spec.ts","",""
"","7463","Create AdaHolder 04 auth","adaholder auth setup","Sat Aug 23 00:45:43 UTC 2025","passed","Sat Aug 23 00:45:50 UTC 2025","","adaholder.auth.setup.ts","",""
"","38083","7G_2. Should create a proposal with proper treasury requests data","proposal discussion (loggedin)","Sat Aug 23 00:49:01 UTC 2025","passed","Sat Aug 23 00:49:39 UTC 2025","Proposal created logged state > Create a proposal with proper data","7-proposal-submission/proposalSubmission.loggedin.pd.spec.ts","",""
"","10110","6C. Navigation within the dApp","independent (desktop)","Sat Aug 23 00:32:22 UTC 2025","passed","Sat Aug 23 00:32:32 UTC 2025","","6-miscellaneous/miscellaneous.spec.ts","",""
