"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5054","4A_1. Should access Governance Actions page with connecting wallet","loggedin (desktop)","Fri Dec 06 10:17:07 GMT 2024","passed","Fri Dec 06 10:17:12 GMT 2024","","4-proposal-visibility/proposalVisibility.loggedin.spec.ts","",""
"","103518","2E. Should register as Direct voter","delegation","Fri Dec 06 10:40:25 GMT 2024","passed","Fri Dec 06 10:42:09 GMT 2024","Register DRep state","2-delegation/delegationFunctionality.delegation.spec.ts","",""
"","7792","4J. Should include metadata anchor in the vote transaction","dRep","Fri Dec 06 10:36:45 GMT 2024","skipped","Fri Dec 06 10:36:53 GMT 2024","Temporary DReps","4-proposal-visibility/proposalVisibility.dRep.spec.ts","",""
"","10489","6F. Should open sanchonet docs in a new tab when clicking `info` button of abstain and signal-no-confidence card","loggedin (desktop)","Fri Dec 06 10:17:47 GMT 2024","passed","Fri Dec 06 10:17:57 GMT 2024","Logged in user","6-miscellaneous/miscellaneous.loggedin.spec.ts","",""
"","8190","6P. Should verify feature form","independent (desktop)","Fri Dec 06 10:10:24 GMT 2024","passed","Fri Dec 06 10:10:32 GMT 2024","User Snap","6-miscellaneous/miscellaneous.spec.ts","",""
"","71140","7E_1. Should accept valid data in info proposal form","loggedin (desktop)","Fri Dec 06 10:18:18 GMT 2024","passed","Fri Dec 06 10:19:29 GMT 2024","Proposal created logged state > Accept valid data","7-proposal-submission/proposalSubmission.loggedin.spec.ts","",""
"","8773","2C. Should open wallet connection popup on delegate in disconnected state","dRep","Fri Dec 06 10:33:30 GMT 2024","passed","Fri Dec 06 10:33:39 GMT 2024","","2-delegation/delegation.drep.spec.ts","",""
"","13197","8A. Should access proposed governance actions in disconnected state","mobile","Fri Dec 06 10:12:15 GMT 2024","passed","Fri Dec 06 10:12:28 GMT 2024","","8-proposal-discussion/proposalDiscussion.spec.ts","",""
"","15399","7C. Should list unfinished Draft","loggedin (desktop)","Fri Dec 06 10:23:22 GMT 2024","passed","Fri Dec 06 10:23:37 GMT 2024","Info Proposal Draft","7-proposal-submission/proposalSubmission.loggedin.spec.ts","",""
"","17337","7D_2. Verify treasury proposal form","loggedin (desktop)","Fri Dec 06 10:20:00 GMT 2024","failed","Fri Dec 06 10:20:17 GMT 2024","Proposal created logged state > Verify Proposal form","7-proposal-submission/proposalSubmission.loggedin.spec.ts","",""
"","55288","7H_1. Should submit a info proposal as governance action","proposal submission","Fri Dec 06 10:09:16 GMT 2024","passed","Fri Dec 06 10:10:11 GMT 2024","","7-proposal-submission/proposalSubmission.ga.spec.ts","",""
"","7660","6O. Should verify a bug report form","independent (desktop)","Fri Dec 06 10:10:22 GMT 2024","passed","Fri Dec 06 10:10:30 GMT 2024","User Snap","6-miscellaneous/miscellaneous.spec.ts","",""
"","180303","8J. Should sort the proposed governance action comments.","loggedin (desktop)","Fri Dec 06 10:27:01 GMT 2024","broken","Fri Dec 06 10:30:01 GMT 2024","Proposal created logged in state","8-proposal-discussion/proposalDiscussion.loggedin.spec.ts","",""
"","172661","5F. Should show notification of casted vote after vote","dRep","Fri Dec 06 10:37:20 GMT 2024","passed","Fri Dec 06 10:40:12 GMT 2024","Perform voting","5-proposal-functionality/proposalFunctionality.dRep.spec.ts","",""
"","4120","3C. Should open wallet connection popup on DRep registration in disconnected state","independent (desktop)","Fri Dec 06 10:09:51 GMT 2024","passed","Fri Dec 06 10:09:55 GMT 2024","","3-drep-registration/dRepRegistration.spec.ts","",""
"","4055","2X_1. Should include info button and voting power on the Abstain card","loggedin (desktop)","Fri Dec 06 10:16:28 GMT 2024","passed","Fri Dec 06 10:16:32 GMT 2024","","2-delegation/delegation.loggedin.spec.ts","",""
"","7596","Create AdaHolder 01 auth","auth setup","Fri Dec 06 10:08:31 GMT 2024","passed","Fri Dec 06 10:08:39 GMT 2024","","auth.setup.ts","",""
"","11059","2J. Should search by DRep id and DRep givenname","dRep","Fri Dec 06 10:33:39 GMT 2024","passed","Fri Dec 06 10:33:50 GMT 2024","","2-delegation/delegation.drep.spec.ts","",""
"","180301","8N. Should reply to comments","loggedin (desktop)","Fri Dec 06 10:27:24 GMT 2024","broken","Fri Dec 06 10:30:24 GMT 2024","Proposal created logged in state","8-proposal-discussion/proposalDiscussion.loggedin.spec.ts","",""
"","12691","3N_2. Should reject invalid dRep metadata anchor on edit dRep","dRep","Fri Dec 06 10:36:23 GMT 2024","passed","Fri Dec 06 10:36:35 GMT 2024","Validation of edit dRep Form","3-drep-registration/editDRep.dRep.spec.ts","",""
"","9782","2O. Should load more DReps on show more","mobile","Fri Dec 06 10:11:20 GMT 2024","passed","Fri Dec 06 10:11:29 GMT 2024","","2-delegation/delegation.spec.ts","",""
"","7484","2K_3. Should sort DReps randomly","mobile","Fri Dec 06 10:11:18 GMT 2024","passed","Fri Dec 06 10:11:25 GMT 2024","","2-delegation/delegation.spec.ts","",""
"","25558","Create Proposal 05 auth","auth setup","Fri Dec 06 10:08:50 GMT 2024","passed","Fri Dec 06 10:09:16 GMT 2024","","auth.setup.ts","",""
"","14315","5D_2. Should reject invalid data in provide context","dRep","Fri Dec 06 10:37:09 GMT 2024","passed","Fri Dec 06 10:37:23 GMT 2024","Proposal checks > Validate provide context about vote","5-proposal-functionality/proposalFunctionality.dRep.spec.ts","",""
"","7123","8E. Should share proposed governance action","independent (desktop)","Fri Dec 06 10:11:07 GMT 2024","passed","Fri Dec 06 10:11:14 GMT 2024","Mocked proposal","8-proposal-discussion/proposalDiscussion.spec.ts","",""
"","9178","6M. Should navigate between footer links","independent (desktop)","Fri Dec 06 10:10:13 GMT 2024","passed","Fri Dec 06 10:10:22 GMT 2024","","6-miscellaneous/miscellaneous.spec.ts","",""
"","14091","2K_2. Should sort DReps","mobile","Fri Dec 06 10:11:16 GMT 2024","passed","Fri Dec 06 10:11:30 GMT 2024","","2-delegation/delegation.spec.ts","",""
"","10152","4B_2. Should restrict voting for users who are not registered as DReps (without wallet connected)","independent (desktop)","Fri Dec 06 10:09:55 GMT 2024","passed","Fri Dec 06 10:10:05 GMT 2024","","4-proposal-visibility/proposalVisibility.spec.ts","",""
"","6867","Create AdaHolder 04 auth","auth setup","Fri Dec 06 10:08:39 GMT 2024","passed","Fri Dec 06 10:08:45 GMT 2024","","auth.setup.ts","",""
"","13077","4C_2. Should sort Governance Action Type on governance actions page","loggedin (desktop)","Fri Dec 06 10:17:15 GMT 2024","passed","Fri Dec 06 10:17:28 GMT 2024","","4-proposal-visibility/proposalVisibility.loggedin.spec.ts","",""
"","8479","6Q. Should report an issue","independent (desktop)","Fri Dec 06 10:10:29 GMT 2024","passed","Fri Dec 06 10:10:38 GMT 2024","User Snap > Feedback Tests","6-miscellaneous/miscellaneous.spec.ts","",""
"","7808","6Q. Should report an issue","mobile","Fri Dec 06 10:12:03 GMT 2024","passed","Fri Dec 06 10:12:11 GMT 2024","User Snap > Feedback Tests","6-miscellaneous/miscellaneous.spec.ts","",""
"","19002","4O. Should reject invalid metadata anchor on vote context","dRep","Fri Dec 06 10:36:38 GMT 2024","failed","Fri Dec 06 10:36:57 GMT 2024","Logged in DRep > vote context metadata anchor validation","4-proposal-visibility/proposalVisibility.dRep.spec.ts","",""
"","185124","7M_1. Should edit a info proposal draft","loggedin (desktop)","Fri Dec 06 10:23:53 GMT 2024","broken","Fri Dec 06 10:26:59 GMT 2024","Info Proposal Draft","7-proposal-submission/proposalSubmission.loggedin.spec.ts","",""
"","13127","8S. Should restrict proposal creation on disconnected state","mobile","Fri Dec 06 10:12:38 GMT 2024","passed","Fri Dec 06 10:12:51 GMT 2024","","8-proposal-discussion/proposalDiscussion.spec.ts","",""
"","180305","7J_1. Should accept valid metadata anchor on proposal submission","loggedin (desktop)","Fri Dec 06 10:20:19 GMT 2024","broken","Fri Dec 06 10:23:20 GMT 2024","Proposal created logged state > proposed as a governance action > Metadata anchor validation","7-proposal-submission/proposalSubmission.loggedin.spec.ts","",""
"","14428","6D. Should open Sanchonet docs in a new tab when clicking `Learn More` on dashboards in disconnected state.","independent (desktop)","Fri Dec 06 10:10:15 GMT 2024","passed","Fri Dec 06 10:10:29 GMT 2024","","6-miscellaneous/miscellaneous.spec.ts","",""
"","16602","4N. Should accept valid metadata anchor on vote context","dRep","Fri Dec 06 10:36:36 GMT 2024","passed","Fri Dec 06 10:36:52 GMT 2024","Logged in DRep > vote context metadata anchor validation","4-proposal-visibility/proposalVisibility.dRep.spec.ts","",""
"","5214","Create AdaHolder 02 auth","auth setup","Fri Dec 06 10:08:38 GMT 2024","passed","Fri Dec 06 10:08:43 GMT 2024","","auth.setup.ts","",""
"","6595","6S. Should Warn users that they are in bootstrapping phase via banner","mobile","Fri Dec 06 10:12:10 GMT 2024","passed","Fri Dec 06 10:12:17 GMT 2024","","6-miscellaneous/miscellaneous.spec.ts","",""
"","24739","Create Proposal 03 auth","auth setup","Fri Dec 06 10:08:45 GMT 2024","passed","Fri Dec 06 10:09:10 GMT 2024","","auth.setup.ts","",""
"","14191","6E. Should open Sanchonet docs in a new tab when clicking `Learn More` on dashboards in connected state.","loggedin (desktop)","Fri Dec 06 10:17:42 GMT 2024","passed","Fri Dec 06 10:17:56 GMT 2024","Logged in user","6-miscellaneous/miscellaneous.loggedin.spec.ts","",""
"","13019","3J. Should verify retire as DRep","dRep","Fri Dec 06 10:34:03 GMT 2024","passed","Fri Dec 06 10:34:16 GMT 2024","Temporary DReps","3-drep-registration/dRepRegistration.dRep.spec.ts","",""
"","16643","6C. Navigation within the dApp","mobile","Fri Dec 06 10:11:45 GMT 2024","failed","Fri Dec 06 10:12:02 GMT 2024","","6-miscellaneous/miscellaneous.spec.ts","",""
"","7509","Create DRep 02 auth","auth setup","Fri Dec 06 10:08:31 GMT 2024","passed","Fri Dec 06 10:08:38 GMT 2024","","auth.setup.ts","",""
"","7596","6O. Should verify a bug report form","mobile","Fri Dec 06 10:12:05 GMT 2024","passed","Fri Dec 06 10:12:13 GMT 2024","User Snap","6-miscellaneous/miscellaneous.spec.ts","",""
"","4536","8I. Should disable poll voting functionality.","independent (desktop)","Fri Dec 06 10:11:07 GMT 2024","passed","Fri Dec 06 10:11:12 GMT 2024","Mocked proposal","8-proposal-discussion/proposalDiscussion.spec.ts","",""
"","22951","Create Proposal 07 auth","auth setup","Fri Dec 06 10:09:07 GMT 2024","passed","Fri Dec 06 10:09:30 GMT 2024","","auth.setup.ts","",""
"","17119","8D.Should show the view-all categorized proposed governance actions.","mobile","Fri Dec 06 10:12:28 GMT 2024","passed","Fri Dec 06 10:12:45 GMT 2024","","8-proposal-discussion/proposalDiscussion.spec.ts","",""
"","5689","3O. Should reject invalid dRep registration metadata","loggedin (desktop)","Fri Dec 06 10:17:06 GMT 2024","passed","Fri Dec 06 10:17:11 GMT 2024","","3-drep-registration/dRepRegistration.loggedin.spec.ts","",""
"","21972","4G. Should display correct vote counts on governance details page for DRep","dRep","Fri Dec 06 10:36:48 GMT 2024","passed","Fri Dec 06 10:37:10 GMT 2024","Check vote count","4-proposal-visibility/proposalVisibility.dRep.spec.ts","",""
"","8613","6R. Should submit an idea or new feature","mobile","Fri Dec 06 10:12:06 GMT 2024","passed","Fri Dec 06 10:12:15 GMT 2024","User Snap > Feedback Tests","6-miscellaneous/miscellaneous.spec.ts","",""
"","3478","5J. Should hide retirement option for non-registered DRep","loggedin (desktop)","Fri Dec 06 10:17:39 GMT 2024","passed","Fri Dec 06 10:17:42 GMT 2024","","5-proposal-functionality/proposalFunctionality.loggedin.spec.ts","",""
"","180236","8U. Should navigate to the edit proposal page when 'goto data edit screen' is selected if data does not match the anchor URL","loggedin (desktop)","Fri Dec 06 10:30:26 GMT 2024","broken","Fri Dec 06 10:33:26 GMT 2024","Proposal created with poll enabled (proposal auth)","8-proposal-discussion/proposalDiscussion.loggedin.spec.ts","",""
"","38334","2K_1. Should filter DReps","mobile","Fri Dec 06 10:11:25 GMT 2024","passed","Fri Dec 06 10:12:03 GMT 2024","","2-delegation/delegation.spec.ts","",""
"","660403","2F. Should change delegated DRep","delegation","Fri Dec 06 10:40:14 GMT 2024","broken","Fri Dec 06 10:51:15 GMT 2024","Change delegation","2-delegation/delegationFunctionality.delegation.spec.ts","",""
"","75056","7F_1. Should reject invalid data in info Proposal form","loggedin (desktop)","Fri Dec 06 10:18:24 GMT 2024","passed","Fri Dec 06 10:19:39 GMT 2024","Proposal created logged state > Reject invalid  data","7-proposal-submission/proposalSubmission.loggedin.spec.ts","",""
"","5916","8F. Should display all comments with count indication.","independent (desktop)","Fri Dec 06 10:11:10 GMT 2024","passed","Fri Dec 06 10:11:16 GMT 2024","Mocked proposal","8-proposal-discussion/proposalDiscussion.spec.ts","",""
"","18901","8C. Should search the list of proposed governance actions.","mobile","Fri Dec 06 10:12:19 GMT 2024","passed","Fri Dec 06 10:12:38 GMT 2024","","8-proposal-discussion/proposalDiscussion.spec.ts","",""
"","5083","6H. Should restrict dRep registration for dRep","dRep","Fri Dec 06 10:38:02 GMT 2024","passed","Fri Dec 06 10:38:07 GMT 2024","","6-miscellaneous/miscellaneous.dRep.spec.ts","",""
"","19011","6K. Should accept valid username.","loggedin (desktop)","Fri Dec 06 10:17:59 GMT 2024","passed","Fri Dec 06 10:18:18 GMT 2024","Temporary user","6-miscellaneous/miscellaneous.loggedin.spec.ts","",""
"","8492","2K_3. Should sort DReps randomly","independent (desktop)","Fri Dec 06 10:09:39 GMT 2024","passed","Fri Dec 06 10:09:47 GMT 2024","","2-delegation/delegation.spec.ts","",""
"","180338","7G_2. Should create a proposal with proper treasury data","loggedin (desktop)","Fri Dec 06 10:19:14 GMT 2024","broken","Fri Dec 06 10:22:14 GMT 2024","Proposal created logged state > Create a proposal with proper data","7-proposal-submission/proposalSubmission.loggedin.spec.ts","",""
"","26970","3H. Should Update DRep data","dRep","Fri Dec 06 10:33:50 GMT 2024","passed","Fri Dec 06 10:34:17 GMT 2024","Logged in DReps","3-drep-registration/dRepRegistration.dRep.spec.ts","",""
"","5863","7B. Should access proposal creation page","loggedin (desktop)","Fri Dec 06 10:18:15 GMT 2024","passed","Fri Dec 06 10:18:21 GMT 2024","Proposal created logged state","7-proposal-submission/proposalSubmission.loggedin.spec.ts","",""
"","11241","4C_3. Should filter and sort Governance Action Type on governance actions page","loggedin (desktop)","Fri Dec 06 10:17:18 GMT 2024","passed","Fri Dec 06 10:17:29 GMT 2024","","4-proposal-visibility/proposalVisibility.loggedin.spec.ts","",""
"","11072","4E. Should display DRep's voting power in governance actions page","dRep","Fri Dec 06 10:36:37 GMT 2024","passed","Fri Dec 06 10:36:48 GMT 2024","Logged in DRep","4-proposal-visibility/proposalVisibility.dRep.spec.ts","",""
"","4444","1B. Should connect wallet with single stake key","loggedin (desktop)","Fri Dec 06 10:16:22 GMT 2024","passed","Fri Dec 06 10:16:26 GMT 2024","","1-wallet-connect/walletConnect.loggedin.spec.ts","",""
"","8224","3L_1. Should accept valid metadata anchor on create dRep","loggedin (desktop)","Fri Dec 06 10:16:39 GMT 2024","passed","Fri Dec 06 10:16:47 GMT 2024","Validation of dRep Registration Form","3-drep-registration/dRepRegistration.loggedin.spec.ts","",""
"","9466","4H. Should verify none of the displayed governance actions have expired","loggedin (desktop)","Fri Dec 06 10:17:37 GMT 2024","passed","Fri Dec 06 10:17:47 GMT 2024","","4-proposal-visibility/proposalVisibility.loggedin.spec.ts","",""
