"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","33873","Create Proposal 02 auth","proposal discussion auth setup","Wed Oct 29 00:29:48 UTC 2025","passed","Wed Oct 29 00:30:22 UTC 2025","","proposal-discussion.auth.setup.ts","",""
"","5283","2Y_2. Should correctly convert CIP-129/CIP-105 drep","mobile","Wed Oct 29 00:41:52 UTC 2025","passed","Wed Oct 29 00:41:57 UTC 2025","","2-delegation/delegation.spec.ts","",""
"","28985","11E. Should view comments with count indications on a budget proposal","independent (desktop)","Wed Oct 29 00:31:59 UTC 2025","passed","Wed Oct 29 00:32:28 UTC 2025","","11-proposal-budget/proposalBudget.spec.ts","",""
"","72646","9H_1A: Should display ""Data Formatted Incorrectly"" message in outcomes when hash is valid but incorrect metadata format. in disconnect state","mobile","Wed Oct 29 00:47:08 UTC 2025","failed","Wed Oct 29 00:48:21 UTC 2025","Outcome details > Invalid Outcome Metadata","9-outcomes/outcomes.spec.ts","",""
"","30385","Create Proposal 09 auth","proposal discussion auth setup","Wed Oct 29 00:30:35 UTC 2025","passed","Wed Oct 29 00:31:05 UTC 2025","","proposal-discussion.auth.setup.ts","",""
"","52404","5M_1. Should vote with Context (Download and store yourself)","dRep","Wed Oct 29 01:17:02 UTC 2025","passed","Wed Oct 29 01:17:54 UTC 2025","Perform voting","5-proposal-functionality/proposalFunctionality.dRep.spec.ts","",""
"","43350","3I. Should display 'In Progress' status on dashboard until blockchain confirms DRep registration","dRep","Wed Oct 29 01:15:08 UTC 2025","passed","Wed Oct 29 01:15:51 UTC 2025","Temporary DReps","3-drep-registration/dRepRegistration.dRep.spec.ts","",""
"","40483","3K. Verify DRep behavior in retired state","dRep","Wed Oct 29 01:14:56 UTC 2025","passed","Wed Oct 29 01:15:37 UTC 2025","Temporary DReps","3-drep-registration/dRepRegistration.dRep.spec.ts","",""
"","72051","11K. Should allow registered DRep to vote on a proposal","budget proposal dRep","Wed Oct 29 01:12:36 UTC 2025","passed","Wed Oct 29 01:13:48 UTC 2025","Budget proposal dRep behaviour > Budget proposal voting","11-proposal-budget/proposalBudget.dRep.pb.spec.ts","",""
"","99146","12F_2. Should reject invalid data in “problem statements and proposal benefits” section","budget proposal","Wed Oct 29 01:04:21 UTC 2025","passed","Wed Oct 29 01:06:00 UTC 2025","Budget proposal 01 wallet > Budget proposal with proposalSubmissionPageNavigation > Budget proposal field validation","12-proposal-budget-submission/proposalBudgetSubmission.loggedin.pb.spec.ts","",""
"","71780","11L. Should allow registered DRep to change vote on a proposal","budget proposal dRep","Wed Oct 29 01:12:36 UTC 2025","passed","Wed Oct 29 01:13:48 UTC 2025","Budget proposal dRep behaviour > Budget proposal voting","11-proposal-budget/proposalBudget.dRep.pb.spec.ts","",""
"","117320","12I. Should submit a valid draft budget proposal","budget proposal","Wed Oct 29 01:08:34 UTC 2025","passed","Wed Oct 29 01:10:32 UTC 2025","","12-proposal-budget-submission/proposalBudgetSubmission.loggedin.pb.spec.ts","",""
"","8267","11F_1. Should restrict users without wallets from commenting","mobile","Wed Oct 29 00:41:17 UTC 2025","passed","Wed Oct 29 00:41:25 UTC 2025","Restricted access to interact budget proposal","11-proposal-budget/proposalBudget.spec.ts","",""
"","50550","7G_3. Should create a proposal with proper updates to the constitution data","proposal discussion (loggedin)","Wed Oct 29 00:55:09 UTC 2025","passed","Wed Oct 29 00:55:59 UTC 2025","Proposal created logged state > Create a proposal with proper data","7-proposal-submission/proposalSubmission.loggedin.pd.spec.ts","",""
"","7001","10E. Should submit an idea or new feature","mobile","Wed Oct 29 00:39:28 UTC 2025","passed","Wed Oct 29 00:39:35 UTC 2025","Submit Usersnap","10-user-snap/userSnap.spec.ts","",""
"","8824","8S. Should restrict proposal creation on disconnected state","independent (desktop)","Wed Oct 29 00:37:31 UTC 2025","passed","Wed Oct 29 00:37:40 UTC 2025","","8-proposal-discussion/proposalDiscussion.spec.ts","",""
"","96152","12E_6. Should accept valid data in “Administration and Auditing” section","budget proposal","Wed Oct 29 01:06:39 UTC 2025","passed","Wed Oct 29 01:08:16 UTC 2025","Budget proposal 01 wallet > Budget proposal with proposalSubmissionPageNavigation > Budget proposal field validation","12-proposal-budget-submission/proposalBudgetSubmission.loggedin.pb.spec.ts","",""
"","4132","7A. Should open wallet connection popup, when propose a governance action in disconnected state.","independent (desktop)","Wed Oct 29 00:36:02 UTC 2025","passed","Wed Oct 29 00:36:06 UTC 2025","","7-proposal-submission/proposalSubmission.spec.ts","",""
"","106868","Register DRep of static wallets","dRep setup","Wed Oct 29 00:51:24 UTC 2025","passed","Wed Oct 29 00:53:11 UTC 2025","","dRep.setup.ts","",""
"","11782","6E. Should open Sanchonet docs in a new tab when clicking `Learn More` on dashboards in connected state.","loggedin (desktop)","Wed Oct 29 01:10:40 UTC 2025","passed","Wed Oct 29 01:10:52 UTC 2025","Logged in user","6-miscellaneous/miscellaneous.loggedin.spec.ts","",""
"","11629","4N. Should accept valid metadata anchor on vote context","dRep","Wed Oct 29 01:15:43 UTC 2025","passed","Wed Oct 29 01:15:54 UTC 2025","Logged in DRep > Vote context metadata anchor validation","4-proposal-visibility/proposalVisibility.dRep.spec.ts","",""
"","5812","10A. Should open feedback modal","mobile","Wed Oct 29 00:39:09 UTC 2025","passed","Wed Oct 29 00:39:15 UTC 2025","","10-user-snap/userSnap.spec.ts","",""
"","87838","2E. Should register as Direct voter","delegation","Wed Oct 29 01:18:21 UTC 2025","passed","Wed Oct 29 01:19:48 UTC 2025","Register DRep state","2-delegation/delegationFunctionality.delegation.spec.ts","",""
"","32442","Create Proposal 08 auth","proposal discussion auth setup","Wed Oct 29 00:30:24 UTC 2025","passed","Wed Oct 29 00:30:57 UTC 2025","","proposal-discussion.auth.setup.ts","",""
"","5388","9D_1. Should copy governanceActionId in disconnect state","mobile","Wed Oct 29 00:47:00 UTC 2025","passed","Wed Oct 29 00:47:05 UTC 2025","Outcomes page > Outcome details dependent test","9-outcomes/outcomes.spec.ts","",""
"","8733","11F_2. Should restrict users without wallets from voting","mobile","Wed Oct 29 00:41:25 UTC 2025","passed","Wed Oct 29 00:41:34 UTC 2025","Restricted access to interact budget proposal","11-proposal-budget/proposalBudget.spec.ts","",""
"","10381","9B_1. Should search outcomes proposal by title and id in disconnect state","independent (desktop)","Wed Oct 29 00:38:10 UTC 2025","passed","Wed Oct 29 00:38:20 UTC 2025","Outcomes page > Outcome details dependent test","9-outcomes/outcomes.spec.ts","",""
"","7521","Create User 01 auth","user auth setup","Wed Oct 29 00:29:35 UTC 2025","passed","Wed Oct 29 00:29:43 UTC 2025","","user.auth.setup.ts","",""
"","11614","9B_1. Should search outcomes proposal by title and id in disconnect state","mobile","Wed Oct 29 00:46:57 UTC 2025","passed","Wed Oct 29 00:47:08 UTC 2025","Outcomes page > Outcome details dependent test","9-outcomes/outcomes.spec.ts","",""
"","7455","12A. Should restrict from creating a budget proposal in disconnect state","independent (desktop)","Wed Oct 29 00:32:14 UTC 2025","passed","Wed Oct 29 00:32:22 UTC 2025","","12-proposal-budget-submission/proposalBudgetSubmission.spec.ts","",""
"","5314","3C. Should open wallet connection popup on DRep registration in disconnected state","mobile","Wed Oct 29 00:41:57 UTC 2025","passed","Wed Oct 29 00:42:02 UTC 2025","","3-drep-registration/dRepRegistration.spec.ts","",""
"","42683","7I_4. Should valid review submission in motion of no confidence Proposal form","proposal discussion (loggedin)","Wed Oct 29 00:55:59 UTC 2025","passed","Wed Oct 29 00:56:42 UTC 2025","Proposal created logged state > Review fillup form","7-proposal-submission/proposalSubmission.loggedin.pd.spec.ts","",""
"","32279","Create Proposal 06 auth","proposal discussion auth setup","Wed Oct 29 00:30:09 UTC 2025","passed","Wed Oct 29 00:30:41 UTC 2025","","proposal-discussion.auth.setup.ts","",""
"","34278","Create Budget Proposal 01 auth","budget proposal auth setup","Wed Oct 29 00:28:57 UTC 2025","passed","Wed Oct 29 00:29:31 UTC 2025","","proposal-budget.auth.setup.ts","",""
"","67024","12D_3. Should verify all field of “proposal details” section","budget proposal","Wed Oct 29 01:02:20 UTC 2025","passed","Wed Oct 29 01:03:27 UTC 2025","Budget proposal 01 wallet > Budget proposal with proposalSubmissionPageNavigation > Budget proposal field verification","12-proposal-budget-submission/proposalBudgetSubmission.loggedin.pb.spec.ts","",""
