"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9295","2T. Should show warning message on delegation when insufficient funds","loggedin (desktop)","Thu Jun 05 08:57:24 GMT 2025","passed","Thu Jun 05 08:57:33 GMT 2025","DRep dependent tests","2-delegation/delegation.loggedin.spec.ts","",""
"","78522","9H_1B: Should display ""Data Formatted Incorrectly"" message in outcomes when hash is valid but incorrect metadata format.","loggedin (desktop)","Thu Jun 05 08:59:36 GMT 2025","failed","Thu Jun 05 09:00:55 GMT 2025","Outcome details > Invalid Outcome Metadata","9-outcomes/outcomes.loggedin.spec.ts","",""
"","11433","Create DRep 03 auth with username","budget proposal auth setup","Thu Jun 05 08:27:54 GMT 2025","passed","Thu Jun 05 08:28:05 GMT 2025","","proposal-budget.auth.setup.ts","",""
"","543273","11L. Should allow registered DRep to change vote on a proposal","budget proposal dRep","Thu Jun 05 09:00:01 GMT 2025","broken","Thu Jun 05 09:09:04 GMT 2025","Budget proposal dRep behaviour > Budget proposal voting","11-proposal-budget/proposalBudget.dRep.pb.spec.ts","",""
"","24782","Create Proposal 09 auth","proposal discussion auth setup","Thu Jun 05 08:28:33 GMT 2025","passed","Thu Jun 05 08:28:58 GMT 2025","","proposal-discussion.auth.setup.ts","",""
"","14304","9B_1. Should search outcomes proposal by title and id in disconnect state","independent (desktop)","Thu Jun 05 08:33:45 GMT 2025","passed","Thu Jun 05 08:33:59 GMT 2025","Outcomes page > Outcome details dependent test","9-outcomes/outcomes.spec.ts","",""
"","12242","4P_1: Should display Data Formatted Incorrectly message in live voting when hash is valid but incorrect metadata format.","independent (desktop)","Thu Jun 05 08:31:38 GMT 2025","passed","Thu Jun 05 08:31:50 GMT 2025","Invalid Live voting Metadata","4-proposal-visibility/proposalVisibility.spec.ts","",""
"","136937","11B_2. Should filter budget proposals by categories","mobile","Thu Jun 05 08:35:10 GMT 2025","passed","Thu Jun 05 08:37:27 GMT 2025","Budget proposal list manipulation > Filter and sort budget proposals","11-proposal-budget/proposalBudget.spec.ts","",""
"","7112","4P_3: Should display Data Not Verifiable message in live voting when metadata hash and URL do not match.","mobile","Thu Jun 05 08:37:54 GMT 2025","passed","Thu Jun 05 08:38:01 GMT 2025","Invalid Live voting Metadata","4-proposal-visibility/proposalVisibility.spec.ts","",""
"","13996","6F. Should open sanchonet docs in a new tab when clicking `info` button of abstain and signal-no-confidence card","loggedin (desktop)","Thu Jun 05 08:58:39 GMT 2025","passed","Thu Jun 05 08:58:53 GMT 2025","Logged in user","6-miscellaneous/miscellaneous.loggedin.spec.ts","",""
"","8492","9D_1. Should copy governanceActionId in disconnect state","independent (desktop)","Thu Jun 05 08:33:47 GMT 2025","passed","Thu Jun 05 08:33:55 GMT 2025","Outcomes page > Outcome details dependent test","9-outcomes/outcomes.spec.ts","",""
"","125265","Setup temporary DRep wallets","dRep setup","Thu Jun 05 08:41:25 GMT 2025","passed","Thu Jun 05 08:43:31 GMT 2025","","dRep.setup.ts","",""
"","11556","9C_3A. Should filter and sort Governance Action Type on outcomes page in disconnect state","independent (desktop)","Thu Jun 05 08:33:27 GMT 2025","passed","Thu Jun 05 08:33:38 GMT 2025","Outcomes page > outcome sorting and filtering","9-outcomes/outcomes.spec.ts","",""
"","23590","11M. Should display DRep tag, name and ID when a registered DRep comments on a proposal","budget proposal dRep","Thu Jun 05 09:00:09 GMT 2025","passed","Thu Jun 05 09:00:32 GMT 2025","Budget proposal dRep behaviour","11-proposal-budget/proposalBudget.dRep.pb.spec.ts","",""
"","13797","9F_2. Should load more Outcomes on show more","loggedin (desktop)","Thu Jun 05 08:59:22 GMT 2025","passed","Thu Jun 05 08:59:36 GMT 2025","Outcomes page","9-outcomes/outcomes.loggedin.spec.ts","",""
"","10730","4H. Should verify none of the displayed governance actions have expired","independent (desktop)","Thu Jun 05 08:31:30 GMT 2025","passed","Thu Jun 05 08:31:40 GMT 2025","","4-proposal-visibility/proposalVisibility.spec.ts","",""
"","9222","3J. Should verify retire as DRep","dRep","Thu Jun 05 09:11:09 GMT 2025","passed","Thu Jun 05 09:11:18 GMT 2025","Temporary DReps","3-drep-registration/dRepRegistration.dRep.spec.ts","",""
"","8679","3N_1. Should accept valid metadata anchor on edit dRep","dRep","Thu Jun 05 09:12:15 GMT 2025","passed","Thu Jun 05 09:12:24 GMT 2025","Validation of edit dRep Form > Metadata anchor Validation","3-drep-registration/editDRep.dRep.spec.ts","",""
"","21113","Create Proposal 01 auth","proposal discussion auth setup","Thu Jun 05 08:28:00 GMT 2025","passed","Thu Jun 05 08:28:21 GMT 2025","","proposal-discussion.auth.setup.ts","",""
"","85914","12H. Should submit a valid budget proposal","budget proposal","Thu Jun 05 08:56:13 GMT 2025","passed","Thu Jun 05 08:57:38 GMT 2025","","12-proposal-budget-submission/proposalBudgetSubmission.loggedin.pb.spec.ts","",""
"","8615","9E_2. Should verify all of the displayed governance actions have expired","loggedin (desktop)","Thu Jun 05 08:59:20 GMT 2025","passed","Thu Jun 05 08:59:28 GMT 2025","Outcomes page","9-outcomes/outcomes.loggedin.spec.ts","",""
"","23212","2K_1. Should filter DReps","independent (desktop)","Thu Jun 05 08:30:35 GMT 2025","passed","Thu Jun 05 08:30:58 GMT 2025","","2-delegation/delegation.spec.ts","",""
"","201","Clean up generated files and folders","cleanup artifacts","Thu Jun 05 09:17:57 GMT 2025","passed","Thu Jun 05 09:17:58 GMT 2025","","generated-artifacts.teardown.ts","",""
"","21992","4F. Should Disable DRep functionality upon wallet disconnection on governance actions page","dRep","Thu Jun 05 09:12:56 GMT 2025","passed","Thu Jun 05 09:13:18 GMT 2025","","4-proposal-visibility/proposalVisibility.dRep.spec.ts","",""
"","5784","8A. Should access proposed governance actions in disconnected state","mobile","Thu Jun 05 08:38:20 GMT 2025","passed","Thu Jun 05 08:38:26 GMT 2025","","8-proposal-discussion/proposalDiscussion.spec.ts","",""
