"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19956","Create Proposal 01 auth","proposal discussion auth setup","Sat Dec 06 00:27:11 UTC 2025","passed","Sat Dec 06 00:27:31 UTC 2025","","proposal-discussion.auth.setup.ts","",""
"","0","3K. Verify DRep behavior in retired state","dRep","Sat Dec 06 01:15:51 UTC 2025","skipped","Sat Dec 06 01:15:51 UTC 2025","Temporary DReps","3-drep-registration/dRepRegistration.dRep.spec.ts","",""
"","86723","12D_7. Should verify all field of “Submit” section","budget proposal","Sat Dec 06 01:01:33 UTC 2025","passed","Sat Dec 06 01:03:00 UTC 2025","Budget proposal 01 wallet > Budget proposal with proposalSubmissionPageNavigation > Budget proposal field verification","12-proposal-budget-submission/proposalBudgetSubmission.loggedin.pb.spec.ts","",""
"","413","2K_3. Should sort DReps randomly (Deprecated)","mobile","Sat Dec 06 00:38:51 UTC 2025","skipped","Sat Dec 06 00:38:52 UTC 2025","","2-delegation/delegation.spec.ts","",""
"","95782","12F_6. Should reject invalid data in “Administration and Auditing” section","budget proposal","Sat Dec 06 01:05:46 UTC 2025","passed","Sat Dec 06 01:07:22 UTC 2025","Budget proposal 01 wallet > Budget proposal with proposalSubmissionPageNavigation > Budget proposal field validation","12-proposal-budget-submission/proposalBudgetSubmission.loggedin.pb.spec.ts","",""
"","53404","11B_1. Should search for budget proposals by title","independent (desktop)","Sat Dec 06 00:28:47 UTC 2025","passed","Sat Dec 06 00:29:41 UTC 2025","Budget proposal list manipulation","11-proposal-budget/proposalBudget.spec.ts","",""
"","79872","Setup temporary proposal wallets","proposal setup","Sat Dec 06 00:26:12 UTC 2025","passed","Sat Dec 06 00:27:32 UTC 2025","","proposal.setup.ts","",""
"","8712","10C. Should verify feature form","independent (desktop)","Sat Dec 06 00:28:39 UTC 2025","passed","Sat Dec 06 00:28:47 UTC 2025","","10-user-snap/userSnap.spec.ts","",""
"","82997","12F_7. Should reject invalid data in “Submit” section","budget proposal","Sat Dec 06 01:06:17 UTC 2025","passed","Sat Dec 06 01:07:40 UTC 2025","Budget proposal 01 wallet > Budget proposal with proposalSubmissionPageNavigation > Budget proposal field validation","12-proposal-budget-submission/proposalBudgetSubmission.loggedin.pb.spec.ts","",""
"","95500","12H. Should submit a valid budget proposal","budget proposal","Sat Dec 06 01:07:11 UTC 2025","passed","Sat Dec 06 01:08:46 UTC 2025","","12-proposal-budget-submission/proposalBudgetSubmission.loggedin.pb.spec.ts","",""
"","7291","Create AdaHolder 03 auth","adaholder auth setup","Sat Dec 06 00:48:58 UTC 2025","passed","Sat Dec 06 00:49:05 UTC 2025","","adaholder.auth.setup.ts","",""
"","6871","9E_1. Should verify all of the displayed governance actions have expired in disconnect state","independent (desktop)","Sat Dec 06 00:35:32 UTC 2025","passed","Sat Dec 06 00:35:39 UTC 2025","Outcomes page","9-outcomes/outcomes.spec.ts","",""
"","32369","Create Proposal 10 auth","proposal discussion auth setup","Sat Dec 06 00:28:04 UTC 2025","passed","Sat Dec 06 00:28:36 UTC 2025","","proposal-discussion.auth.setup.ts","",""
"","64874","4P_4: Should display Data Not Verifiable message in live voting when metadata hash and URL do not match and is incorrect ga format","mobile","Sat Dec 06 00:40:29 UTC 2025","failed","Sat Dec 06 00:41:34 UTC 2025","Invalid Live voting Metadata","4-proposal-visibility/proposalVisibility.spec.ts","",""
"","53092","7J_2. Should reject invalid metadata anchor on proposal submission","proposal submission","Sat Dec 06 01:12:53 UTC 2025","passed","Sat Dec 06 01:13:46 UTC 2025","Proposed as a governance action > Metadata anchor validation","7-proposal-submission/proposalSubmission.ga.spec.ts","",""
"","14150","2J. Should search by DRep id and DRep givenname","loggedin (desktop)","Sat Dec 06 01:08:25 UTC 2025","passed","Sat Dec 06 01:08:39 UTC 2025","DRep dependent tests","2-delegation/delegation.loggedin.spec.ts","",""
"","69023","7L. Should save proposal as a draft","proposal discussion (loggedin)","Sat Dec 06 00:54:47 UTC 2025","passed","Sat Dec 06 00:55:56 UTC 2025","Proposal Draft","7-proposal-submission/proposalSubmission.loggedin.pd.spec.ts","",""
"","13624","2D. Should show delegation options in connected state","loggedin (desktop)","Sat Dec 06 01:07:59 UTC 2025","passed","Sat Dec 06 01:08:13 UTC 2025","","2-delegation/delegation.loggedin.spec.ts","",""
