"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","128332","Setup temporary proposal wallets","proposal setup","Fri Jun 20 16:17:45 GMT 2025","passed","Fri Jun 20 16:19:53 GMT 2025","","proposal.setup.ts","",""
"","14749","11E. Should view comments with count indications on a budget proposal","mobile","Fri Jun 20 16:29:06 GMT 2025","passed","Fri Jun 20 16:29:20 GMT 2025","","11-proposal-budget/proposalBudget.spec.ts","",""
"","30104","11M. Should display DRep tag, name and ID when a registered DRep comments on a proposal","budget proposal dRep","Fri Jun 20 16:56:54 GMT 2025","passed","Fri Jun 20 16:57:24 GMT 2025","Budget proposal dRep behaviour","11-proposal-budget/proposalBudget.dRep.pb.spec.ts","",""
"","114434","7E_3. Should accept valid data in updates to the constitution proposal form","proposal discussion (loggedin)","Fri Jun 20 16:35:08 GMT 2025","passed","Fri Jun 20 16:37:03 GMT 2025","Proposal created logged state > Accept valid data","7-proposal-submission/proposalSubmission.loggedin.pd.spec.ts","",""
"","67459","3M_2. Should reject invalid data in edit dRep form","dRep","Fri Jun 20 17:01:00 GMT 2025","failed","Fri Jun 20 17:02:08 GMT 2025","Validation of edit dRep Form","3-drep-registration/editDRep.dRep.spec.ts","",""
"","13152","9C_3A. Should filter and sort Governance Action Type on outcomes page in disconnect state","independent (desktop)","Fri Jun 20 16:25:25 GMT 2025","passed","Fri Jun 20 16:25:38 GMT 2025","Outcomes page > outcome sorting and filtering","9-outcomes/outcomes.spec.ts","",""
"","163692","8B_1. Should filter the list of proposed governance actions.","mobile","Fri Jun 20 16:31:23 GMT 2025","passed","Fri Jun 20 16:34:07 GMT 2025","Filter and sort proposals","8-proposal-discussion/proposalDiscussion.spec.ts","",""
"","7925","3F. Should create proper DRep registration request, when registered with data","loggedin (desktop)","Fri Jun 20 16:54:41 GMT 2025","passed","Fri Jun 20 16:54:49 GMT 2025","","3-drep-registration/dRepRegistration.loggedin.spec.ts","",""
"","8578","9H_2A: Should display ""Data Missing"" message in outcomes when metadata URL could not be found. in disconnect state","mobile","Fri Jun 20 16:33:31 GMT 2025","passed","Fri Jun 20 16:33:40 GMT 2025","Outcome details > Invalid Outcome Metadata","9-outcomes/outcomes.spec.ts","",""
"","14670","2P. Should enable sharing of DRep details","independent (desktop)","Fri Jun 20 16:22:09 GMT 2025","passed","Fri Jun 20 16:22:24 GMT 2025","DRep dependent tests","2-delegation/delegation.spec.ts","",""
"","9481","3L_2. Should reject invalid dRep metadata anchor on create dRep","loggedin (desktop)","Fri Jun 20 16:54:31 GMT 2025","passed","Fri Jun 20 16:54:41 GMT 2025","Validation of dRep Registration Form","3-drep-registration/dRepRegistration.loggedin.spec.ts","",""
"","31691","8D. Should show the view-all categorized proposed governance actions.","mobile","Fri Jun 20 16:31:36 GMT 2025","passed","Fri Jun 20 16:32:08 GMT 2025","","8-proposal-discussion/proposalDiscussion.spec.ts","",""
"","8852","10C. Should verify feature form","independent (desktop)","Fri Jun 20 16:20:15 GMT 2025","passed","Fri Jun 20 16:20:24 GMT 2025","","10-user-snap/userSnap.spec.ts","",""
"","10754","10B. Should verify a bug report form","mobile","Fri Jun 20 16:27:19 GMT 2025","passed","Fri Jun 20 16:27:30 GMT 2025","","10-user-snap/userSnap.spec.ts","",""
"","13729","9B_1. Should search outcomes proposal by title and id in disconnect state","mobile","Fri Jun 20 16:32:54 GMT 2025","passed","Fri Jun 20 16:33:08 GMT 2025","Outcomes page > Outcome details dependent test","9-outcomes/outcomes.spec.ts","",""
"","30786","3K. Verify DRep behavior in retired state","dRep","Fri Jun 20 17:00:48 GMT 2025","passed","Fri Jun 20 17:01:19 GMT 2025","Temporary DReps","3-drep-registration/dRepRegistration.dRep.spec.ts","",""
"","17298","Create DRep 03 auth with username","budget proposal auth setup","Fri Jun 20 16:18:32 GMT 2025","passed","Fri Jun 20 16:18:50 GMT 2025","","proposal-budget.auth.setup.ts","",""
"","7056","2C. Should open wallet connection popup on delegate in disconnected state","mobile","Fri Jun 20 16:29:49 GMT 2025","passed","Fri Jun 20 16:29:56 GMT 2025","DRep dependent tests","2-delegation/delegation.spec.ts","",""
"","103918","5E. Should re-vote with change vote on an already voted governance action","dRep","Fri Jun 20 17:02:22 GMT 2025","passed","Fri Jun 20 17:04:06 GMT 2025","Perform voting","5-proposal-functionality/proposalFunctionality.dRep.spec.ts","",""
"","9137","9H_3B: Should display ""Data Not Verifiable"" message in outcomes when metadata hash and URL do not match.","loggedin (desktop)","Fri Jun 20 16:56:39 GMT 2025","passed","Fri Jun 20 16:56:48 GMT 2025","Outcome details > Invalid Outcome Metadata","9-outcomes/outcomes.loggedin.spec.ts","",""
"","52566","11G. Should sort the budget proposal comments","budget proposal","Fri Jun 20 16:45:12 GMT 2025","passed","Fri Jun 20 16:46:05 GMT 2025","Budget proposal logged in state","11-proposal-budget/proposalBudget.loggedin.pb.spec.ts","",""
"","70780","11K. Should allow registered DRep to vote on a proposal","budget proposal dRep","Fri Jun 20 16:56:47 GMT 2025","passed","Fri Jun 20 16:57:57 GMT 2025","Budget proposal dRep behaviour > Budget proposal voting","11-proposal-budget/proposalBudget.dRep.pb.spec.ts","",""
"","134519","8B_2. Should sort the list of proposed governance actions.","mobile","Fri Jun 20 16:31:26 GMT 2025","passed","Fri Jun 20 16:33:41 GMT 2025","Filter and sort proposals","8-proposal-discussion/proposalDiscussion.spec.ts","",""
